index,place,price,time,about_trip,emi
22,bikaner,"16,449","
                            5 NIGHTS
                        ","
	
		Your tour of Rajasthan starts in Jaipur. On reaching the airport or railway station, head to the hotel and check in. Start your day by visiting the Hawa Maha, a honeycomb-shaped palace that has a beautiful front wall. The wall has many windows with intricate latticework that allowed the royal ladies to watch the daily life on the streets.  Next, visit Jantar Mantar, an observatory built in the 18th century that has a well-preserved set of fixed astronomical instruments. Lastly, visit the City Palace, built by the founder of Jaipur, Sawai Jai Singh.
	
	
		
			After checking out from the hotel, head to Mandawa city by road. Check in at the hotel and head out to visit the marvelous Mandawa Fort, situated amidst the Aravalli ranges. The fort is known for its medieval charm and the legends that surround it. Now, it has been converted into a heritage hotel with a medieval look. Later, visit Jhunjhunwala Haveli, built in the year 1859. Featuring latticed windows and strong wooden doors, the haveli stands out among the rest. Stroll through the mansion to marvel at the exquisite architecture, including a striking gold leaf painted room.
	
		
			On this day, check out from your hotel in Mandawa and travel to Bikaner. After you check in at the hotel, head to Junagarh Fort. One of the most popular attractions of the city, the fort boasts historical and structural splendor. Next, you can walk over to the famous Karni Mata Temple, popularly known as Rat Temple. Through the rest of the day, visit the Royal Cenotaphs, Gajner Palace Sanctuary, Bhandashah Jain Temple, Ganga Golden Jubilee Museum, Sadul Museum, and Prachina Museum. In the evening, head to the Camel Breeding Farm and go on a tonga ride around the old city before returning to the hotel.
	
		After completing the check-out formalities, travel by road to the temple town of Pushkar. On arrival, check in at the hotel and head towards the famous Pushkar Lake. According to Hindu scriptures, no pilgrimage is considered complete without taking a dip in this holy lake. There are around 400 temples around the lake. You can visit the famous ones such as Brahma Temple, Varaha Temple, Ramavaikunth Temple, and Savitri Temple. Pushkar is known for its famous camel and livestock fair held in November. In the evening, head back to the hotel for an overnight stay."," 1,011
                            "
23,bikaner,"14,999","
                            4 NIGHTS
                        ","
	
		
	
		
	
	
		"," 922
                            "
24,cherrapunji,"10,419","
                            2 NIGHTS
                        ","
	
		
			Transfer from Guwahati airport/railway station to Shillong en route visit 
			 
			Shillong became the first capital of the State of Meghalaya. Located in undulating pine covered hills, the city has a milder climate than tropical India. The city centre is 1496m above sea level and currently has a population of around 270,000. Home to several waterfalls, it is also known as the Scotland of the East. The British legacy is still visible in the architecture and food habits of the population. 
			 
			Overnight at Shillong.
	
		
			Breakfast at the hotel and drive to Cherrapunjee. 
			 
			
			 
			Visit to 
	
		
			After breakfast drive from Shillong to Guwahati in time for onward connection."," 640
                            "
25,lachung,"23,100","
                            5 NIGHTS
                        ","
	
	
	
	
	"," 1,419
                            "
26,cherrapunji,"14,250","
                            3 NIGHTS
                        ","
	
		
			Transfer from Guwahati airport/railway station to Shillong en route visit 
			 
			Shillong became the first capital of the State of Meghalaya. Located in undulating pine covered hills, the city has a milder climate than tropical India. The city centre is 1496m above sea level and currently has a population of around 270,000. Home to several waterfalls, it is also known as the Scotland of the East. The British legacy is still visible in the architecture and food habits of the population. 
			 
			Overnight at Shillong.
	
		
			Breakfast at the hotel and proceed for full day 
			 
			Shillong - The ‘Gleneagle of the East’ lies in the centre of a plateau surrounded by  Khasi hills. The gorgeous city offers amazing tourist spots. The city’s own Ward’s Lake is popular for short garden walks & boating. The Botanical Garden offers plethora of indigenous and exotic plants & rare collection of orchids. Lady Hydari Park is a Japanese style landscaped park endowed with streaches of roses & exquisite flowers. The Mini zoo adjacent to the park has about 73 birds, 140 reptiles & mammals. One of the largest Golf courses in Asia is an 18 hole Golf Course is charted amidst a surging valley full of thick pine groves & rhododendron trees. Spend the evening in the splendid arena ! The State Museum is a display of the lifestyle and heritage of the people of Meghalaya. Shillong and its surrounding is dotted with splendid waterfalls cascading down deep valleys forming misty sparks as they break the silence of the surroundings. Elephant Falls is a mountain stream gorging down two successive falls set in dells of fern covered rocks. Shillong Peak offers a birds eye view of the entire city and valley.
			 
			Overnight at hotel.
		 
	
		
			Breakfast at the hotel and drive to Cherrapunjee.
			Cherrapunji in Meghalaya is one of the wettest places on the planet and the only place in India to receive rain throughout the year. The town of Cherrapunji is nestled in the East Khasi Hills about 50 km southwest of the state’s capital, Shillong. Cherrapunji, also known as Sohra or Churra, means ‘the land of oranges’. The cliffs of Cherrapunji also offer stunning views of the plains of Bangladesh.
			Visit to 
			 
			Overnight at Cherrapunjee.
	
		
			After breakfast drive from Shillong to Guwahati in time for onward connection.
			 
		 "," 876
                            "
27,lachung,"24,999","
                            6 NIGHTS
                        ","
	
		"," 1,536
                            "
28,lachung,"21,499","
                            5 NIGHTS
                        ","
	
		"," 1,321
                            "
29,lachung,"44,999","
                            9 NIGHTS
                        ","
	Morning after breakfast transfer to Kalimpong (80Kms / 02 Hours) and later the Local Sight Seeing In and Around Kalimpong City, covering Durpin Dara (view point), Zong Dog Palri Fo- Brong monastery , flower & orchid nurseries, Dello hill. Evening free for individual activity. Overnight at Hotel. 
	 "," 2,765
                            "
30,mararikulam,"14,299","
                            5 NIGHTS
                        ","
	After breakfast, explore the city and admire the beauty of the beaches. In the evening, go on a 2-hour motor boat cruise on Lake Vembanad (on direct payment basis). Return to stay overnight at the hotel.
	 
	After breakfast, drive to Cochin. Upon arrival, check-in at the hotel.  In the afternoon, proceed on a panoramic sightseeing tour of Cochin. Spend the evening at your leisure. Overnight stay at the hotel in Cochin.
	 
	 
	After breakfast, drive to Cochin Airport to board the return flight.
	 
	"," 879
                            "
31,mussoorie,"8,999","
                            2 NIGHTS
                        ","
	
		Upon arrival in Delhi you will be met Yatra Representative. After doing necessary formalities (should not take more than 5-10 minutes), our representative will hand over the vehicle to you at the airport or nearby pick up location and brief you about the important aspects of Self Drive cars. 
		(Transportation to be arranged by yourself to the nearest pick up location.) Upon receiving your Self Drive vehicle,drive straight from Delhi to Mussoorie. On arrival drop at Mussoorie, check in hotel & relax, evening explores local Mussoorie (Gun Hill, Lal tibba and Camel back) back to hotel, dinner & overnight stay.
	
		
			Breakfast at hotel. Today half day sight seeing to Kempty Fall, after enjoying the water fall of Kempty comes back to Mussoorie. Evening free for independent activities. Dinner & overnight at hotel.
			 
	
		After Breakfast checkout from your Hotel and Drive towards Delhi. Upon your arrival in Delhi, handover the car and complete the necessary checks/formalities.
		 
	 "," 553
                            "
32,mussoorie,"9,270","
                            2 NIGHTS
                        ","
	Morning pickup from Delhi & proceed to Mussoorie. On arrival drop at Mussoorie, check in hotel & relax, evening explores local Mussoorie (Gun Hill, Lal tibba and Camel back) back to hotel, dinner & overnight stay.
	 
	
		Breakfast at hotel. Today half day sight seeing to Kempty Fall, after enjoying the water fall of Kempty comes back to Mussoorie. Evening free for independent activities. Dinner & overnight at hotel.
		 
	After breakfast checkout from hotel & drive back to Delhi, arrives & you will be dropped at railway station or Airport.
	 "," 570
                            "
